id;plz;ortsteil;strasse;hausnummer;baumnummer;baumart;pflanzjahr
1;14195;Dahlem;Bachstelzenweg;3;R0059;"Prunus serrulata 'Kanzan'";2021
4;14195;Dahlem;Bachstelzenweg;1/1A;R0033;"Prunus sargentii";2021
7;14195;Dahlem;Bachstelzenweg;1A;R0051;"Tilia cordata 'Rancho'";2021
10;14195;Dahlem;Bachstelzenweg;9a;R0141;"Tilia cordata 'Rancho'";2021
13;14195;Dahlem;Bachstelzenweg;"ggü 1A";L0034;"Prunus sargentii";2021
16;14195;Dahlem;Bachstelzenweg;ggü1;L0020;"Tilia cordata 'Rancho'";2021
19;14195;Dahlem;Bachstelzenweg;ggü3;L0070;"Tilia cordata 'Rancho'";2021
22;14195;Dahlem;"Balbronner Straße";1;R0225;"Parrotia persica";2022
25;14195;Dahlem;"Balbronner Straße";3;R0197;"Parrotia persica";2022
28;14195;Dahlem;"Balbronner Straße";6;L0170;"Parrotia persica";2022
31;14195;Dahlem;"Balbronner Straße";10;L0121;"Parrotia persica";2022
34;14195;Dahlem;"Balbronner Straße";11;R0107;"Parrotia persica";2022
37;14195;Dahlem;"Balbronner Straße";12;L0095;"Parrotia persica";2022
40;14195;Dahlem;"Balbronner Straße";15;R0059;"Parrotia persica";2022
43;14195;Dahlem;"Balbronner Straße";16;L0048;"Parrotia persica";2022
46;14195;Dahlem;Ehrenbergstraße;13;L0524;"Aesculus glabra";2022
49;14195;Dahlem;Ehrenbergstraße;16;R0457;"Aesculus glabra";2022
52;14195;Dahlem;Ehrenbergstraße;20;R0334;"Aesculus glabra";2022
55;14195;Dahlem;Ehrenbergstraße;21;L0364;"Aesculus glabra";2022
58;14195;Dahlem;Ehrenbergstraße;24;R0285;"Aesculus glabra";2022
61;14195;Dahlem;Ehrenbergstraße;24;R0296;"Aesculus glabra";2022
64;14195;Dahlem;Ehrenbergstraße;37;L0071;"Aesculus glabra";2022
67;14195;Dahlem;Ehrenbergstraße;1b;L0692;"Aesculus glabra";2022
70;14195;Dahlem;Ehrenbergstraße;26-28;R0219;"Aesculus glabra";2022
73;14195;Dahlem;Ehrenbergstraße;36B;R0064;"Aesculus glabra";2022
76;14195;Dahlem;Ehrenbergstraße;"ggü 3";R0657;"Aesculus glabra";2022
79;14195;Dahlem;Ehrenbergstraße;"ggü 5";R0625;"Aesculus glabra";2022
82;14195;Dahlem;Englerallee;10;R0642;"Liquidambar styraciflua 'Worplesdon'";2021
85;14195;Dahlem;Englerallee;12;R0616;"Liquidambar styraciflua 'Worplesdon'";2021
88;14195;Dahlem;Englerallee;14;M0566;"Liquidambar styraciflua 'Worplesdon'";2021
91;14195;Dahlem;Englerallee;"29 A";M0191;"Liquidambar styraciflua";2020
94;14195;Dahlem;Englerallee;"ggü 24a";M0445;"Liquidambar styraciflua 'Worplesdon'";2021
97;14195;Dahlem;Englerallee;"ggü 27";R0269;"Liquidambar styraciflua 'Worplesdon'";2021
100;14195;Dahlem;Englerallee;"ggü 29A";M0209;"Liquidambar styraciflua";2020
103;14195;Dahlem;Englerallee;"ggü 30";M0237;"Liquidambar styraciflua 'Worplesdon'";2021
106;14195;Dahlem;Englerallee;"ggü 30a-e";M0224;"Liquidambar styraciflua 'Worplesdon'";2021
109;14195;Dahlem;Englerallee;"ggü 4";M0768;"Liquidambar styraciflua 'Worplesdon'";2021
112;14195;Dahlem;Englerallee;"ggü 40";M0075;"Liquidambar styraciflua 'Worplesdon'";2021
115;14195;Dahlem;Garystraße;1;R0086;"Tilia tomentosa 'Brabant'";2021
118;14195;Dahlem;Garystraße;20;L0263;"Tilia tomentosa 'Brabant'";2021
121;14195;Dahlem;Garystraße;24;L0316;"Tilia tomentosa 'Brabant'";2021
124;14195;Dahlem;Garystraße;35;R0428;"Tilia tomentosa 'Brabant'";2021
127;14195;Dahlem;Garystraße;37;R0480;"Tilia tomentosa 'Brabant'";2021
130;14195;Dahlem;Garystraße;39;R0517;"Tilia tomentosa 'Brabant'";2021
133;14195;Dahlem;Garystraße;39;R0529;"Tilia tomentosa 'Brabant'";2021
136;14195;Dahlem;Garystraße;"Jan 21";R0338;"Tilia tomentosa 'Brabant'";2021
139;14195;Dahlem;Garystraße;ggü24;R0311;"Tilia tomentosa 'Brabant'";2021
142;14195;Dahlem;Garystraße;;L0071;"Tilia tomentosa 'Brabant'";2021
145;14195;Dahlem;Gregor-Mendel-Straße;2;L0018;"Tilia tomentosa 'Brabant'";2022
148;14195;Dahlem;Gregor-Mendel-Straße;2;L0052;"Tilia tomentosa 'Brabant'";2022
151;14195;Dahlem;"Hüninger Straße";1;L0019;"Prunus sargentii";2021
154;14195;Dahlem;"Hüninger Straße";17;L0181;"Prunus sargentii";2021
157;14195;Dahlem;"Hüninger Straße";18;R0165;"Acer campestre";2021
160;14195;Dahlem;"Hüninger Straße";19;L0203;"Acer campestre 'Elsrijk'";2022
163;14195;Dahlem;"Hüninger Straße";21;L0221;"Crataegus x lavallei 'Carrierei'";2022
166;14195;Dahlem;"Hüninger Straße";24;R0212;"Acer campestre";2021
169;14195;Dahlem;"Hüninger Straße";25;L0251;"Acer campestre 'Elsrijk'";2022
172;14195;Dahlem;"Hüninger Straße";39;L0337;"Crataegus x lavallei 'Carrierei'";2021
175;14195;Dahlem;"Hüninger Straße";43;L0396;"Acer campestre";2021
178;14195;Dahlem;"Hüninger Straße";46;R0395;"Acer campestre 'Elsrijk'";2022
181;14195;Dahlem;"Hüninger Straße";50;R0444;"Acer campestre";2021
184;14195;Dahlem;"Hüninger Straße";"Ecke Garystr.";L0537;"Prunus sargentii";2021
187;14195;Dahlem;"Hüninger Straße";"Ecke Garystr.";L0537;"Prunus sargentii";2022
190;14195;Dahlem;"Hüninger Straße";"Ecke Garystr.";R0536;"Acer campestre";2021
193;14195;Dahlem;"Im Dol";25;L0469;"Aesculus carnea";2021
196;14195;Dahlem;"Im Dol";38;R0817;"Liquidambar styraciflua";2021
199;14195;Dahlem;"Im Dol";40;R0862;"Liquidambar styraciflua";2021
202;14195;Dahlem;"Im Dol";47;L0945;"Liquidambar styraciflua";2021
205;14195;Dahlem;"Im Dol";49;L0971;"Liquidambar styraciflua";2021
208;14195;Dahlem;"Im Dol";50;R1074;"Sophora japonica 'Princeton Upright'";2021
211;14195;Dahlem;"Im Dol";70;R1527;"Liquidambar styraciflua";2021
214;14195;Dahlem;"Im Dol";"62/62 A";R1303;"Liquidambar styraciflua";2021
217;14195;Dahlem;"Im Dol";"ggü 5";R0118;"Sophora japonica";2021
220;14195;Dahlem;Koserstraße;2;L0024;"Pyrus calleryana 'Chanticleer'";2020
223;14195;Dahlem;Koserstraße;6;L0094;"Pyrus calleryana 'Chanticleer'";2020
226;14195;Dahlem;Koserstraße;21;R0406;"Castanea sativa";2020
229;14195;Dahlem;Koserstraße;25;R0512;"Castanea sativa";2020
232;14195;Dahlem;Koserstraße;"08. Dez";L0160;"Pyrus calleryana 'Chanticleer'";2020
235;14195;Dahlem;Koserstraße;"ggü 2";R0008;"Pyrus calleryana 'Chanticleer'";2020
238;14195;Dahlem;Koserstraße;"ggü 8-12";R0197;"Pyrus calleryana 'Chanticleer'";2020
241;14195;Dahlem;Koserstraße;;R0044;"Pyrus calleryana 'Chanticleer'";2020
244;14195;Dahlem;Löhleinstraße;;R0982;"Castanea sativa";2020
247;14195;Dahlem;Löhleinstraße;;R1020;"Castanea sativa";2020
250;14195;Dahlem;Löhleinstraße;;R1074;"Castanea sativa";2020
253;14195;Dahlem;Miquelstraße;Park;L0033;"Tilia cordata 'Rancho'";2021
256;14195;Dahlem;"Reichshofer Straße";17;L0286;"Ulmus Resista (R) 'Rebona'";2021
259;14195;Dahlem;"Saargemünder Straße";"24 ggü";M0302;"Liquidambar styraciflua 'Worplesdon'";2022
262;14195;Dahlem;"Saargemünder Straße";"ggü 26";M0294;"Robinia pseudoacacia 'Casque Rouge'";2021
265;14195;Dahlem;"Saargemünder Straße";"ggü 30";M0352;"Liquidambar styraciflua 'Worplesdon'";2022
268;14195;Dahlem;"Saargemünder Straße";ggü14;M0140;"Tilia cordata 'Rancho'";2021
271;14195;Dahlem;"Saargemünder Straße";ggü14;M0145;"Tilia cordata 'Rancho'";2021
274;14195;Dahlem;"Saargemünder Straße";ggü14;M0157;"Sophora japonica 'Princeton Upright'";2021
277;14195;Dahlem;"Saargemünder Straße";ggü22;M0248;"Sophora japonica";2021
280;14195;Dahlem;"Saargemünder Straße";ggü22;M0268;"Tilia cordata 'Rancho'";2021
283;14195;Dahlem;"Saargemünder Straße";ggü22;M0278;"Tilia cordata 'Rancho'";2021
286;14195;Dahlem;Schwendenerstraße;8;L0191;"Acer platanoides 'Royal Red'";2021
289;14195;Dahlem;Schwendenerstraße;8;L0191;"Acer platanoides 'Royal Red'";2022
292;14195;Dahlem;Schwendenerstraße;15;R0305;"Acer platanoides 'Royal Red'";2021
295;14195;Dahlem;Schwendenerstraße;15;R0305;"Acer platanoides 'Royal Red'";2022
298;14195;Dahlem;Schwendenerstraße;16;L0169;"Prunus serrulata 'Kanzan'";2022
301;14195;Dahlem;Schwendenerstraße;18;L0333;"Acer platanoides 'Allershausen'";2021
304;14195;Dahlem;Schwendenerstraße;18;L0333;"Acer platanoides 'Allershausen'";2022
307;14195;Dahlem;Schwendenerstraße;21;R0385;"Acer platanoides 'Royal Red'";2021
310;14195;Dahlem;Schwendenerstraße;21;R0385;"Acer platanoides 'Royal Red'";2022
313;14195;Dahlem;Schwendenerstraße;27;R0518;"Acer platanoides 'Allershausen'";2022
316;14195;Dahlem;Schwendenerstraße;48;L0881;"Acer pseudoplatanus 'Atropurpureum'";2021
319;14195;Dahlem;Schwendenerstraße;48;L0881;"Acer pseudoplatanus 'Atropurpureum'";2022
322;14195;Dahlem;Schwendenerstraße;14a;L0272;"Acer platanoides 'Royal Red'";2021
325;14195;Dahlem;Schwendenerstraße;14a;L0272;"Acer platanoides 'Royal Red'";2022
328;14195;Dahlem;Schwendenerstraße;18-20;L0384;"Acer platanoides 'Allershausen'";2021
331;14195;Dahlem;Schwendenerstraße;18-20;L0384;"Acer platanoides 'Allershausen'";2022
334;14195;Dahlem;Starstraße;1;R0069;"Pyrus calleryana 'Chanticleer'";2020
337;14195;Dahlem;Starstraße;4;L0086;"Pyrus calleryana 'Chanticleer'";2020
340;14195;Dahlem;Starstraße;9;R0210;"Pyrus calleryana 'Chanticleer'";2020
343;14195;Dahlem;Starstraße;15;R0275;"Pyrus calleryana 'Chanticleer'";2020
346;14195;Dahlem;Starstraße;15;R0283;"Pyrus calleryana 'Chanticleer'";2020
349;14195;Dahlem;Starstraße;15;R0292;"Pyrus calleryana 'Chanticleer'";2020
352;14195;Dahlem;Starstraße;1b-3c;R0094;"Pyrus calleryana 'Chanticleer'";2020
355;14195;Dahlem;Starstraße;"neben 1";R0020;"Pyrus calleryana 'Chanticleer'";2020
358;14195;Dahlem;Starstraße;"neben 18";L0314;"Pyrus calleryana 'Chanticleer'";2020
361;14195;Dahlem;Thielallee;47;M0944;"Robinia pseudoacacia";2020
364;14195;Dahlem;Thielallee;52;M0971;"Robinia pseudoacacia";2021
367;14195;Dahlem;Thielallee;88;L1766;"Tilia cordata 'Greenspire'";2020
370;14195;Dahlem;Thielallee;88;L1802;"Tilia cordata 'Greenspire'";2020
373;14195;Dahlem;Thielallee;"ggü 38";M0794;"Robinia pseudoacacia";2020
376;14195;Dahlem;Vogelsang;9;R0158;"Betula pendula";2022
379;12247;Lankwitz;Beethovenstraße;16;L0258;"Aesculus carnea";2022
382;12247;Lankwitz;Beethovenstraße;14A;L0223;"Aesculus carnea";2022
385;12247;Lankwitz;Beethovenstraße;14C;L0236;"Aesculus carnea";2022
388;12247;Lankwitz;Calandrellistraße;50;L0869;"Acer platanoides 'Cleveland'";2020
391;12247;Lankwitz;Calandrellistraße;59;R0958;"Acer platanoides 'Cleveland'";2020
394;12247;Lankwitz;Kaiser-Wilhelm-Straße;97;R1454;"Ulmus 'Rebella'";2022
397;12247;Lankwitz;Kaiser-Wilhelm-Straße;103;R1510;"Ulmus 'Rebella'";2022
400;12247;Lankwitz;Kaiser-Wilhelm-Straße;103;R1523;"Ulmus 'Rebella'";2022
403;12247;Lankwitz;Kaiser-Wilhelm-Straße;120;L1834;"Ulmus 'Rebella'";2022
406;12247;Lankwitz;Kaiser-Wilhelm-Straße;107A;R1559;"Ulmus 'Rebella'";2022
409;12247;Lankwitz;Kaiser-Wilhelm-Straße;110-114a;L1669;"Ulmus Resista (R) 'New Horizon'";2022
412;12247;Lankwitz;Kaiser-Wilhelm-Straße;"ggü 122";R1846;"Ulmus 'Rebella'";2022
415;12247;Lankwitz;Seydlitzstraße;26;L0431;"Acer platanoides 'Allershausen'";2020
418;12247;Lankwitz;Seydlitzstraße;40;L0684;"Acer platanoides 'Allershausen'";2020
421;12247;Lankwitz;Seydlitzstraße;40;L0694;"Acer platanoides 'Allershausen'";2020
424;12247;Lankwitz;Seydlitzstraße;64;L1075;"Acer platanoides 'Allershausen'";2020
427;12247;Lankwitz;Seydlitzstraße;69;R1131;"Acer platanoides 'Allershausen'";2020
430;12247;Lankwitz;Seydlitzstraße;35b;R0592;"Acer platanoides 'Allershausen'";2020
433;12247;Lankwitz;Teltowkanalstraße;1;R0052;"Ulmus 'Columella' (R)";2022
436;12247;Lankwitz;Teltowkanalstraße;9;L0148;"Ulmus 'Columella' (R)";2022
439;12247;Lankwitz;Teltowkanalstraße;4A;R0151;"Ulmus 'Columella' (R)";2022
442;12247;Lankwitz;Waldmannstraße;ggü15-17;M0241;"Robinia pseudoacacia 'Sandraudiga'";2022
445;12247;Lankwitz;Waldmannstraße;ggü28;M0340;"Robinia pseudoacacia 'Sandraudiga'";2022
448;12247;Lankwitz;Wiesenweg;9;L0096;"Ulmus 'Columella' (R)";2022
451;12247;Lankwitz;Wiesenweg;10;L0007;"Ulmus 'Columella' (R)";2022
454;12247;Lankwitz;Wiesenweg;10;L0019;"Ulmus 'Columella' (R)";2022
457;12247;Lankwitz;Wiesenweg;10;L0033;"Ulmus 'Columella' (R)";2022
460;12247;Lankwitz;Wiesenweg;10;L0042;"Ulmus 'Columella' (R)";2022
463;12247;Lankwitz;Wiesenweg;45208;L0060;"Ulmus 'Columella' (R)";2022
466;12249;Lankwitz;"Am Gemeindepark";"ggü 48";L0550;"Sequoiadendron giganteum";2022
469;12249;Lankwitz;Eiswaldtstraße;1;L0052;"Tilia cordata 'Rancho'";2021
472;12249;Lankwitz;Eiswaldtstraße;23;L0387;"Tilia cordata 'Rancho'";2021
475;12249;Lankwitz;Eiswaldtstraße;24;L0475;"Tilia cordata 'Rancho'";2021
478;12249;Lankwitz;Eiswaldtstraße;27;L0449;"Tilia cordata 'Rancho'";2021
481;12249;Lankwitz;Eiswaldtstraße;"09. Nov";L0143;"Tilia cordata 'Rancho'";2021
484;12249;Lankwitz;Eiswaldtstraße;21a-b;L0353;"Tilia cordata 'Rancho'";2021
487;12249;Lankwitz;Eiswaldtstraße;23-27;L0420;"Tilia cordata 'Rancho'";2021
490;12249;Lankwitz;"Gräfentaler Straße";7;L0075;"Prunus avium 'Plena'";2021
493;12249;Lankwitz;"Gräfentaler Straße";11;R0142;"Prunus avium 'Plena'";2021
496;12249;Lankwitz;Retzowstraße;60;L0034;"Tilia cordata 'Rancho'";2022
499;12249;Lankwitz;Retzowstraße;56-58;L0058;"Tilia cordata 'Rancho'";2022
502;12249;Lankwitz;Retzowstraße;"60 neben";L0006;"Tilia cordata 'Rancho'";2022
505;12203;Lichterfelde;Gardeschützenweg;125;L1297;"Tilia tomentosa 'Brabant'";2022
508;12203;Lichterfelde;Haydnstraße;28;R0613;"Tilia tomentosa 'Brabant'";2021
511;12203;Lichterfelde;Haydnstraße;"ggü 12 A";L0219;"Tilia tomentosa 'Brabant'";2021
514;12203;Lichterfelde;Hortensienstraße;4;R0112;"Acer platanoides 'Allershausen'";2022
517;12203;Lichterfelde;Hortensienstraße;52;L0201;"Acer platanoides 'Allershausen'";2022
520;12203;Lichterfelde;Hortensienstraße;53;L0191;"Acer platanoides 'Allershausen'";2022
523;12203;Lichterfelde;Hortensienstraße;56;L0171;"Acer platanoides 'Allershausen'";2022
526;12203;Lichterfelde;Hortensienstraße;61;L0120;"Acer platanoides 'Allershausen'";2022
529;12203;Lichterfelde;Hortensienstraße;66;L0038;"Acer platanoides 'Allershausen'";2022
532;12203;Lichterfelde;Hortensienstraße;"59 ggü";R0141;"Acer platanoides 'Allershausen'";2022
535;12203;Lichterfelde;Karwendelstraße;10;R0110;"Acer platanoides 'Royal Red'";2022
538;12203;Lichterfelde;Karwendelstraße;21;L0199;"Acer platanoides 'Royal Red'";2022
541;12203;Lichterfelde;Karwendelstraße;26;R0283;"Acer platanoides 'Royal Red'";2022
544;12203;Lichterfelde;Karwendelstraße;36;R0356;"Acer platanoides 'Royal Red'";2022
547;12203;Lichterfelde;Karwendelstraße;41;L0399;"Acer platanoides 'Royal Red'";2022
550;12203;Lichterfelde;Karwendelstraße;42;R0395;"Acer platanoides 'Royal Red'";2022
553;12203;Lichterfelde;Karwendelstraße;30/30a;R0310;"Acer platanoides 'Royal Red'";2022
556;12203;Lichterfelde;Kyllmannstraße;22;L0096;"Tilia cordata 'Greenspire'";2022
559;12203;Lichterfelde;Lilienstraße;6;L0116;"Acer platanoides 'Allershausen'";2020
562;12203;Lichterfelde;Manteuffelstraße;27A;L0258;"Ulmus Resista (R) 'New Horizon'";2022
565;12203;Lichterfelde;Manteuffelstraße;5a;R0209;"Ulmus Resista (R) 'New Horizon'";2022
568;12203;Lichterfelde;Stockweg;17;L0177;"Tilia cordata 'Greenspire'";2022
571;12203;Lichterfelde;Stockweg;20;R0268;"Tilia cordata 'Greenspire'";2022
574;12203;Lichterfelde;Stockweg;"neben 21";L0331;"Tilia cordata 'Greenspire'";2022
577;12203;Lichterfelde;Undinestraße;5;L0085;"Tilia tomentosa 'Brabant'";2022
580;12203;Lichterfelde;Undinestraße;8;R0095;"Tilia tomentosa 'Brabant'";2022
583;12203;Lichterfelde;Undinestraße;31;L0409;"Tilia tomentosa 'Brabant'";2022
586;12203;Lichterfelde;Undinestraße;35;L0443;"Tilia tomentosa 'Brabant'";2022
589;12203;Lichterfelde;Undinestraße;46;R0535;"Tilia tomentosa 'Brabant'";2022
592;12203;Lichterfelde;Undinestraße;31/33;L0416;"Tilia tomentosa 'Brabant'";2022
595;12203;Lichterfelde;Undinestraße;45a;L0536;"Tilia tomentosa 'Brabant'";2022
598;12203;Lichterfelde;Willdenowstraße;4;L0053;"Sorbus aucuparia";2022
601;12203;Lichterfelde;Willdenowstraße;4;L0057;"Sorbus aucuparia";2022
604;12205;Lichterfelde;"Appenzeller Straße";"ggü 3";R0014;"Ulmus Resista (R) 'Rebona'";2020
607;12205;Lichterfelde;"Appenzeller Straße";"ggü 5";R0069;"Ulmus Resista (R) 'Rebona'";2020
610;12205;Lichterfelde;Carstennstraße;6;R0132;"Gleditsia triacanthos 'Skyline'";2020
613;12205;Lichterfelde;Carstennstraße;22;R0346;"Gleditsia triacanthos 'Skyline'";2020
616;12205;Lichterfelde;Carstennstraße;25;R0476;"Gleditsia triacanthos 'Skyline'";2020
619;12205;Lichterfelde;Carstennstraße;30;R0591;"Gleditsia triacanthos 'Skyline'";2020
622;12205;Lichterfelde;Carstennstraße;30;R0615;"Gleditsia triacanthos 'Skyline'";2020
625;12205;Lichterfelde;Carstennstraße;53;L0532;"Gleditsia triacanthos 'Skyline'";2020
628;12205;Lichterfelde;Carstennstraße;55;L0485;"Gleditsia triacanthos 'Skyline'";2020
631;12205;Lichterfelde;Carstennstraße;56;L0445;"Gleditsia triacanthos 'Skyline'";2020
634;12205;Lichterfelde;Carstennstraße;58;L0316;"Gleditsia triacanthos 'Skyline'";2020
637;12205;Lichterfelde;Carstennstraße;25A;R0487;"Gleditsia triacanthos 'Skyline'";2020
640;12205;Lichterfelde;Carstennstraße;35A;R0742;"Gleditsia triacanthos 'Skyline'";2020
643;12205;Lichterfelde;Carstennstraße;Spielpl.;L0828;"Gleditsia triacanthos 'Skyline'";2020
646;12205;Lichterfelde;Finckensteinallee;5;L0080;"Tilia tomentosa 'Brabant'";2022
649;12205;Lichterfelde;Finckensteinallee;5;L0099;"Tilia tomentosa 'Brabant'";2022
652;12205;Lichterfelde;Geibelstraße;3;R0124;"Ulmus Resista (R) 'Fiorente'";2021
655;12205;Lichterfelde;Geibelstraße;7;R0213;"Ulmus Resista (R) 'Fiorente'";2021
658;12205;Lichterfelde;Geibelstraße;9;R0245;"Ulmus Resista (R) 'Fiorente'";2021
661;12205;Lichterfelde;Geibelstraße;12;R0302;"Ulmus Resista (R) 'Fiorente'";2021
664;12205;Lichterfelde;Geibelstraße;16;L0349;"Ulmus Resista (R) 'Fiorente'";2021
667;12205;Lichterfelde;Geibelstraße;21;L0119;"Ulmus Resista (R) 'Fiorente'";2021
670;12205;Lichterfelde;Geibelstraße;"20 B";L0275;"Ulmus Resista (R) 'Fiorente'";2021
673;12205;Lichterfelde;Geibelstraße;22-28;L0082;"Ulmus Resista (R) 'Fiorente'";2021
676;12205;Lichterfelde;Geibelstraße;32-33;L0036;"Ulmus Resista (R) 'Fiorente'";2021
679;12205;Lichterfelde;"Gräfenberger Weg";15;L0257;"Corylus colurna";2022
682;12205;Lichterfelde;"Gräfenberger Weg";11A;L0209;"Corylus colurna";2021
